state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence
TX,Corpus Christi Caller,145002,1954,TX,,,"TEXAS CONSTITUTIONAL AMENDMENT NO. 6 - TOLL ROAD AMENDMENT (would prohibit state from building toll roads or lending credit/granting public money for construction, maintenance or operation of toll roads and turnpikes)",0,,
TX,Corpus Christi Caller,145002,1954,TX,,,"TEXAS CONSTITUTIONAL AMENDMENT NO. 8 - EXTENDING OFFICIALS' TERMS (would extend to four years the terms of district clerks, county and district attorneys, county judges, judges of county courts at law, county clerks, county treasurers, county surveyors, sheriffs, assessors-collectors, county commissioners for precincts 2 and 4, and justices of the peace)",1,,
TX,Corpus Christi Caller,145002,1954,TX,,,CITY OF CORPUS CHRISTI ANNEXATION OF AREA SOUTH AND WEST OF PRESENT CITY LIMITS,1,,
TX,Corpus Christi Caller,145002,1954,TX,,,"TEXAS CONSTITUTIONAL AMENDMENT NO. 2 (SENATE JOINT RESOLUTION NO. 7) - OLD AGE AMENDMENT (would authorize Legislature to increase spending for old age assistance, aid to blind and to dependent children by $7 million a year; raise ceiling from $35 million to $42 million)",0,,
TX,Corpus Christi Caller,145002,1958,TX,,,TEXAS CONSTITUTIONAL AMENDMENT NO. 1 - ANNUAL SALARIES FOR THE LEGISLATURE (would raise legislator pay),0,,
TX,Corpus Christi Caller,145002,1958,TX,,,"TEXAS CONSTITUTIONAL AMENDMENT NO. 2 - EXPAND RETIREMENT, DISABILITY AND DEATH BENEFITS FOR COUNTY EMPLOYEES",0,,
TX,Corpus Christi Caller,145002,1958,TX,,,TEXAS CONSTITUTIONAL AMENDMENT NO. 3 - VACANCIES IN ELECTIVE OFFICES (would provide that vacancies in elective offices be filled only until the next general election rather than for the longer periods now possible under the four-year terms created in 1954),1,,
TX,Corpus Christi Caller,145002,1958,TX,,,TEXAS CONSTITUTIONAL AMENDMENT NO. 4 - FOUR-YEAR COUNTY TERMS CORRECTION (would correct another difficulty caused by new four-year county terms - regarding officials forced to resign to run for another office),0,,
TX,Corpus Christi Caller,145002,1958,TX,,,TEXAS CONSTITUTIONAL AMENDMENT NO. 5 - HOME-RULE CITIES EXTENDING TERMS OF ELECTIVE AND APPOINTIVE OFFICERS,1,,
TX,Corpus Christi Caller,145002,1958,TX,,,TEXAS CONSTITUTIONAL AMENDMENT NO. 6 - PENSIONS FOR TEXAS RANGERS WHO RETIRED BEFORE BECOMING ELIGIBLE FOR REGULAR STATE EMPLOYEE PENSIONS,1,,
TX,Corpus Christi Caller,145002,1958,TX,,,TEXAS CONSTITUTIONAL AMENDMENT NO. 7 - REMOVE BAN ON STATE ADVERTISING (would remove Texas' constitutional ban on state advertising),1,,
TX,Corpus Christi Caller,145002,1958,TX,,,TEXAS CONSTITUTIONAL AMENDMENT NO. 8 - STATE MATCHING OF FEDERAL FUNDS FOR PAYMENT DIRECT TO VENDORS OF MEDICAL SERVICES TO WELFARE RECIPIENTS,1,,
TX,Corpus Christi Caller,145002,1962,TX,,,TEXAS CONSTITUTIONAL AMENDMENT PROPOSAL NO. 1 - WORKMEN'S COMPENSATION INSURANCE,0,,
TX,Corpus Christi Caller,145002,1962,TX,,,TEXAS CONSTITUTIONAL AMENDMENT PROPOSAL NO. 2 - RAISE CEILING ON AID TO TOTALLY AND PERMANENTLY DISABLED FROM $1.5 TO $2.5 MILLION ANNUALLY; ALSO NEEDY BLIND AND DEPENDENT CHILDREN FROM $47 MILLION TO $52 MILLION ANNUALLY,1,,
TX,Corpus Christi Caller,145002,1962,TX,,,TEXAS CONSTITUTIONAL AMENDMENT PROPOSAL NO. 3 - AUTHORIZE FOUR MORE HOSPITAL DISTRICTS IN NORTHEAST TEXAS AND TWO IN BRAZORIA COUNTY,1,,
TX,Corpus Christi Caller,145002,1962,TX,,,TEXAS CONSTITUTIONAL AMENDMENT PROPOSAL NO. 4 - HOSPITAL DISTRICTS,1,,
TX,Corpus Christi Caller,145002,1962,TX,,,TEXAS CONSTITUTIONAL AMENDMENT PROPOSAL NO. 5 - ALLOW LEGISLATURE TO AUTHORIZE HOSPITAL DISTRICTS BY STATUTE SUBJECT TO LOCAL OPTION ELECTION,1,,
TX,Corpus Christi Caller,145002,1962,TX,,,TEXAS CONSTITUTIONAL AMENDMENT PROPOSAL NO. 6 - AUTHORIZE STATE TO USE BOND MONEY TO PARTICIPATE IN FEDERAL AND/OR LOCAL DAM PROJECTS TO ASSURE DEVELOPMENT OF TEXAS' LIMITED RESERVOIR SITES,1,,
TX,Corpus Christi Caller,145002,1962,TX,,,TEXAS CONSTITUTIONAL AMENDMENT PROPOSAL NO. 7 - AUTHORIZE LEGISLATURE TO PROVIDE FOR WAR DISASTER SUCCESSION TO APPOINTIVE AND ELECTIVE OFFICES (EXCEPT GOVERNOR AND LEGISLATORS),1,,
