state_newspaper,newspaper,newspaper_id,year,office,dist,dname,state_election,cand_name,party,endorsed,d_inc,r_inc,o_inc,notes_endorse,extraction_confidence,extraction_confidence_note,source_file
MI,Detroit News,121301,1968,CITY COUNCIL,,DETROIT,MI,"EBERHARD, DAVID",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,CITY COUNCIL,,DETROIT,MI,"TINDAL, ROBERT",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,COURT OF APPEALS,2,OAKLAND/SOUTHEAST,MI,"FOLEY, JOHN F.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,DA/PROSECUTOR,,WAYNE COUNTY,MI,"CAHALAN, WILLIAM L.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,DA/PROSECUTOR,,OAKLAND COUNTY,MI,"PLUNKETT, THOMAS G.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,GOVERNOR-WAYNE-STATE,,,MI,"KEYDEL, KURT",,1,,,,,0.85,,121301_19681104.pdf
MI,Detroit News,121301,1968,GOVERNOR-WAYNE-STATE,,,MI,"RAVIOLO, VICTOR G.",,1,,,,,0.85,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,12,,MI,"O'HARA, JAMES G.",Democrat,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,13,,MI,"DIGGS, CHARLES C.",Democrat,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,14,,MI,"NEDZI, LUCIEN",Democrat,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,16,,MI,"DINGELL, JOHN D.",Democrat,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,17,,MI,"GRIFFITHS, MARTHA W.",Democrat,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,18,,MI,"BROOMFIELD, WILLIAM S.",Republican,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,19,,MI,"MCDONALD, JACK H.",Republican,1,,,,,0.92,OCR shows '18th' twice; this is actually 19th district,121301_19681104.pdf
MI,Detroit News,121301,1968,H,2,,MI,"ESCH, MARVIN L.",Republican,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,4,,MI,"HUTCHINSON, EDWARD",Republican,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,5,,MI,"FORD, GERALD R.",Republican,1,,1,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,6,,MI,"CHAMBERLAIN, CHARLES",Republican,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,7,,MI,"RIEGLE, DONALD W.",Republican,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,H,8,,MI,"HARVEY, JAMES",Republican,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,JUDGE,,DETROIT COMMON PLEAS,MI,"CONNOLLY, JOHN W.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,JUDGE,,DETROIT COMMON PLEAS,MI,"DIMAGGIO, ANDREW",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,JUDGE,,DETROIT RECORDER'S,MI,"EVANS, ROBERT L.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,JUDGE,,WAYNE COUNTY CIRCUIT,MI,"MAHER, RICHARD M.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,JUDGE,,DETROIT COMMON PLEAS,MI,"O'BRIEN, JOHN PATRICK",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,JUDGE,,WAYNE COUNTY PROBATE,MI,"PERNICK, JOSEPH J.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,JUDGE,,DETROIT COMMON PLEAS,MI,"RODGERS, JULIAN P. JR.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,JUDGE,,DETROIT COMMON PLEAS,MI,"STANCZYK, BENJAMIN C.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,PRESIDENT,,,MI,"NIXON, RICHARD M.",Republican,1,,,,ENDORSED,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,REGENT,,U OF MICHIGAN,MI,"LINDEMER, LAWRENCE B.",,1,,,,,0.85,,121301_19681104.pdf
MI,Detroit News,121301,1968,SCHOOL BOARD,,DETROIT,MI,"ERNST, CONSTANCE W.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,SCHOOL BOARD,,DETROIT,MI,"PERDUE, ANDREW W.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,SHERIFF,,WAYNE COUNTY,MI,"GRIBBS, ROMAN S.",,1,,,,,0.92,,121301_19681104.pdf
MI,Detroit News,121301,1968,STATE BOARD OF ED,,,MI,"KELLY, MARILYN JEAN",,1,,,,,0.85,,121301_19681104.pdf
